,gen,gene_name,description,te_family_suzukii,te_class_suzukii
4001,CR34590,snorna:psi18s-531,,nf_159_LINE_1,LINE/JOCKEY
4002,CR33918,snorna:psi28s-2179,,nf_159_LINE_1,LINE/JOCKEY
4003,CG6842,vps4,Vacuolar protein sorting,nf_159_LINE_1,LINE/JOCKEY
4004,CG6847,cg6847,,nf_159_LINE_1,LINE/JOCKEY
4005,CG11715,cyp4g15,Cytochrome P450,nf_23_HELITRON_1,DNA/RC
4006,CG43155,cg43155,,nf_23_HELITRON_1,DNA/RC
4007,CG17867,or10a,Odorant receptor,nf_381_TIR_1,DNA/DNA
4008,CG32664,gr10a,Gustatory receptor,nf_381_TIR_1,DNA/DNA
4009,CG1728,tim8,,nf_360_HELITRON_1,DNA/RC
4010,CG1594,hop,,nf_360_HELITRON_1,DNA/RC
4011,CG11750,pa1,PTIP associated,nf_360_HELITRON_1,DNA/RC
4012,CG18361,dsh,,nf_360_HELITRON_1,DNA/RC
4013,CG6899,ptp4e,Protein tyrosine phosphatase,nf_360_HELITRON_1,DNA/RC
4014,CG3009,cg3009,,nf_381_TIR_1,DNA/DNA
4015,CG7035,cbp80,cap binding protein,nf_381_TIR_1,DNA/DNA
4016,CG15473,cg15473,,nf_369_LTR_1,LTR/LTR
4017,CG3024,torsin,,nf_369_LTR_1,LTR/LTR
4018,CG7038,mrpl30,mitochondrial ribosomal protein,nf_369_LTR_1,LTR/LTR
4019,CG3052,hlh4c,Helix loop helix protein,nf_369_LTR_1,LTR/LTR
4020,CG2982,no66,Nucleolar protein,nf_294_TIR_1,DNA/DNA
4021,CG3697,mei-9,meiotic,nf_294_TIR_1,DNA/DNA
4022,CR44957,lncrna:cr44957,long non-coding,nf_381_TIR_1,DNA/DNA
4023,CR46156,lncrna:cr46156,long non-coding,nf_381_TIR_1,DNA/DNA
4024,CG6133,nsun2,NOP2-Sun domain family%2C member,nf_133_CR1_1,LINE/CR1
4025,CG4944,cib,,nf_133_CR1_1,LINE/CR1
4026,CG4934,brn,,nf_133_CR1_1,LINE/CR1
4027,CG6358,xpac,Xeroderma pigmentosum group,nf_133_CR1_1,LINE/CR1
4028,CG10990,pdcd4,Programmed cell death,nf_294_TIR_1,DNA/DNA
4029,CG11130,rtc1,,nf_294_TIR_1,DNA/DNA
4030,CG11129,yp3,Yolk protein,nf_294_TIR_1,DNA/DNA
4031,CG11111,rdgb,retinal degeneration,nf_294_TIR_1,DNA/DNA
4032,CG33174,inae,inactivation no afterpotential,nf_381_TIR_1,DNA/DNA
4033,CG10996,cg10996,,nf_381_TIR_1,DNA/DNA
4034,CG10997,clic,Chloride intracellular,nf_69_LINE_1,LINE/R1
4035,CG11092,nup93-1,Nucleoporin,nf_69_LINE_1,LINE/R1
4036,CG11063,jub,Ajuba LIM,nf_69_LINE_1,LINE/R1
4037,CG32626,ampdeam,AMP,nf_369_LTR_1,LTR/LTR
4038,CG32604,prp16,pre-mRNA processing factor,nf_23_HELITRON_1,DNA/RC
4039,CG15871,mrpl38,mitochondrial ribosomal protein,nf_23_HELITRON_1,DNA/RC
4040,CG42271,cg42271,,nf_23_HELITRON_1,DNA/RC
4041,CG12540,cg12540,,P-1_DRh_inc_1,DNA/P
4042,CR44110,lncrna:cr44110,long non-coding,nf_10_TIR_1,DNA/DNA
4043,CG1505,gd,,nf_381_TIR_1,DNA/DNA
4044,CG1502,tsg,twisted,nf_381_TIR_1,DNA/DNA
4045,CG18130,cg18130,,nf_381_TIR_1,DNA/DNA
4046,CG1500,fw,,nf_381_TIR_1,DNA/DNA
4047,CG18734,fur2,Furin,nf_284_TIR_1,DNA/TC1MARINER
4048,CG4211,nona,no on or off transient,nf_284_TIR_1,DNA/TC1MARINER
4049,CG3632,cg3632,,nf_185_TIR_2,DNA/DNA
4050,CG9911,erp44,Endoplasmic reticulum protein,nf_185_TIR_2,DNA/DNA
4051,CG3606,caz,,nf_185_TIR_2,DNA/DNA
4052,CG32576,cg32576,,nf_185_TIR_2,DNA/DNA
4053,CG3560,uqcr-14,Ubiquinol-cytochrome c reductase 14 kDa,nf_185_TIR_2,DNA/DNA
4054,CG3525,eas,easily,nf_185_TIR_2,DNA/DNA
4055,CG32577,disco-r,,nf_23_HELITRON_1,DNA/RC
4056,CG42353,cg42353,dicistronic,nf_381_TIR_1,DNA/DNA
4057,CG42354,cg42354,dicistronic,nf_381_TIR_1,DNA/DNA
4058,CG9214,tob,Transducer of,nf_381_TIR_1,DNA/DNA
4059,CG8958,cg8958,,nf_381_TIR_1,DNA/DNA
4060,CG8933,exd,,nf_138_GYPSY_1,LTR/GYPSY
4061,CG46312,cg46312,dicistronic,nf_138_GYPSY_1,LTR/GYPSY
4062,CG9177,eif5,eukaryotic translation initiation factor,nf_138_GYPSY_1,LTR/GYPSY
4063,CG9172,nd-20,NADH dehydrogenase (ubiquinone) 20 kDa,nf_138_GYPSY_1,LTR/GYPSY
4064,CG8931,slc25a46a,Solute carrier family 25 member,nf_138_GYPSY_1,LTR/GYPSY
4065,CG9170,cep164,centrosomal protein,nf_138_GYPSY_1,LTR/GYPSY
4066,CG42252,mmd,,nf_369_LTR_1,LTR/LTR
4067,CG15916,cg15916,,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
4068,CG9066,msbp,membrane steroid binding,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
4069,CG9056,tay,tay,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
4070,CG10555,cg10555,,nf_10_TIR_1,DNA/DNA
4071,CG1387,cg1387,,nf_10_TIR_1,DNA/DNA
4072,CG1636,cg1636,,nf_77_I_1,LINE/I
4073,CG15343,cg15343,,nf_77_I_1,LINE/I
4074,CG1632,cg1632,,nf_77_I_1,LINE/I
4075,CG2151,trxr1,Thioredoxin reductase,nf_360_HELITRON_1,DNA/RC
4076,CG10964,sni,,nf_360_HELITRON_1,DNA/RC
4077,CG2147,cg2147,,nf_360_HELITRON_1,DNA/RC
4078,CG2120,cg2120,,nf_355_TIR_1,DNA/DNA
4079,CG15335,cyr,,nf_355_TIR_1,DNA/DNA
4080,CG10958,cg10958,,nf_355_TIR_1,DNA/DNA
4081,CG2116,cg2116,,nf_355_TIR_1,DNA/DNA
4082,CG2259,gclc,Glutamate-cysteine ligase catalytic,nf_243_MITE_1,DNA/MITE
4083,CG2258,cg2258,,nf_243_MITE_1,DNA/MITE
4084,CG2257,ubce2h,Ubiquitin conjugating enzyme,nf_243_MITE_1,DNA/MITE
4085,CR45535,asrna:cr45535,antisense,nf_243_MITE_1,DNA/MITE
4086,CG2256,cg2256,,nf_369_LTR_1,LTR/LTR
4087,CR44766,lncrna:cr44766,long non-coding,nf_169_LINE_1,LINE/JOCKEY
4088,CG12637,cg12637,,nf_26_COPIA_1,LTR/COPIA
4089,CG2111,cg2111,,nf_378_TIR_1,DNA/DNA
4090,CG9806,cg9806,,Gypsy-12_DEl-I,LTR/GYPSY
4091,CG1619,hmr,Hybrid male,nf_360_HELITRON_1,DNA/RC
4092,CG32687,cg32687,,nf_23_HELITRON_1,DNA/RC
4093,CG2890,ppp4r2r,Protein phosphatase 4 regulatory subunit 2-related,nf_185_TIR_2,DNA/DNA
4094,CG2096,flw,,nf_381_TIR_1,DNA/DNA
4095,CG2222,psf3,Partner of Sld Five,nf_369_LTR_1,LTR/LTR
4096,CG17841,cg17841,,nf_369_LTR_1,LTR/LTR
4097,CG32681,cg32681,,nf_369_LTR_1,LTR/LTR
4098,CG1504,cg1504,,nf_355_TIR_1,DNA/DNA
4099,CG17058,peritrophin-a,Peritrophin,nf_381_TIR_1,DNA/DNA
4100,CG17052,obst-a,,nf_381_TIR_1,DNA/DNA
4101,CG4096,adamts-b,ADAM metallopeptidase with thrombospondin type 1 motif,Gypsy-30_DWil-I,LTR/GYPSY
4102,CR42794,lncrna:cr42794,long non-coding,nf_47_GYPSY_1,LTR/GYPSY
4103,CG3149,cg3149,,nf_47_GYPSY_1,LTR/GYPSY
4104,CG2662,lint-o,L(3)mbt interactor in ovarian somatic,nf_381_TIR_1,DNA/DNA
4105,CG2675,ugalt,UDP-galactose,nf_381_TIR_1,DNA/DNA
4106,CG2701,cg2701,,nf_119_I_1,LINE/I
4107,CG2706,fs(1)yb,female sterile (1),nf_119_I_1,LINE/I
4108,CG2707,fs(1)ya,female sterile (1) Young,nf_119_I_1,LINE/I
4109,CG2711,dwg,deformed,nf_119_I_1,LINE/I
4110,CG2713,ttm50,tiny tim,nf_119_I_1,LINE/I
4111,CG2712,cg2712,,nf_119_I_1,LINE/I
4112,CG2714,crm,,nf_119_I_1,LINE/I
4113,CG2715,syx4,Syntaxin,nf_104_TIR_2,DNA/DNA
4114,CR43494,lncrna:cr43494,long non-coding,nf_369_LTR_1,LTR/LTR
4115,CG2759,w,,nf_360_HELITRON_1,DNA/RC
4116,CG3588,cg3588,,nf_264_TIR_1,DNA/TC1MARINER
4117,CG14424,cg14424,,nf_264_TIR_1,DNA/TC1MARINER
4118,CG32793,cg32793,,nf_381_TIR_1,DNA/DNA
4119,CG3592,cg3592,,nf_355_TIR_1,DNA/DNA
4120,CG14420,cg14420,,nf_358_MITE_1,DNA/MITE
4121,CG14421,cg14421,,nf_358_MITE_1,DNA/MITE
4122,CG14422,cg14422,,nf_358_MITE_1,DNA/MITE
4123,CG14423,cg14423,,nf_358_MITE_1,DNA/MITE
4124,CG17959,cg17959,,nf_358_MITE_1,DNA/MITE
4125,CG3603,cg3603,,nf_358_MITE_1,DNA/MITE
4126,CG4125,rst,,nf_23_HELITRON_1,DNA/RC
4127,CG10789,ng4,new glue,nf_360_HELITRON_1,DNA/RC
4128,CG10790,pig1,Pre-intermoult gene,nf_10_TIR_1,DNA/DNA
4129,CG10793,cg10793,,nf_381_TIR_1,DNA/DNA
4130,CG10798,myc,,nf_23_HELITRON_1,DNA/RC
4131,CG10804,cg10804,,nf_378_TIR_1,DNA/DNA
4132,CG13021,cg13021,,nf_143_GYPSY_2,LTR/GYPSY
4133,CG32792,ppk8,pickpocket,nf_378_TIR_1,DNA/DNA
4134,CG2875,cg2875,,nf_378_TIR_1,DNA/DNA
4135,CG2930,cg2930,,nf_26_COPIA_1,LTR/COPIA
4136,CG2934,vhaac39-1,Vacuolar H[+] ATPase AC39 subunit,nf_26_COPIA_1,LTR/COPIA
4137,CG15239,cg15239,,nf_26_COPIA_1,LTR/COPIA
4138,CG6428,cg6428,,nf_381_TIR_1,DNA/DNA
4139,CG6414,cg6414,,nf_381_TIR_1,DNA/DNA
4140,CR45481,asrna:cr45481,antisense,nf_381_TIR_1,DNA/DNA
4141,CR45482,lncrna:cr45482,long non-coding,nf_381_TIR_1,DNA/DNA
4142,CR46247,lncrna:cr46247,long non-coding,nf_381_TIR_1,DNA/DNA
4143,CG43689,cg43689,,nf_381_TIR_1,DNA/DNA
4144,CG6379,cmtr1,Cap methyltransferase,nf_328_P_1,DNA/P
4145,CG34331,cg34331,,I-1_DT,LINE/I
4146,CG9575,rab35,,nf_10_TIR_1,DNA/DNA
4147,CG15717,cg15717,dicistronic,nf_10_TIR_1,DNA/DNA
4148,CG4330,mfs10,Major Facilitator Superfamily Transporter,nf_10_TIR_1,DNA/DNA
4149,CG32645,cg32645,,nf_381_TIR_1,DNA/DNA
4150,CG9609,cg9609,,nf_381_TIR_1,DNA/DNA
4151,CG4742,mrpl22,mitochondrial ribosomal protein,nf_381_TIR_1,DNA/DNA
4152,CG9623,if,,nf_381_TIR_1,DNA/DNA
4153,CG9947,cdc50,Cell division cycle,nf_381_TIR_1,DNA/DNA
4154,CG32575,hang,,nf_11_MAVERICK_1,DNA/Maverick
4155,CG1803,regucalcin,,nf_26_COPIA_1,LTR/COPIA
4156,CG15736,chrac-16,Chromatin accessibility complex 16kD,nf_26_COPIA_1,LTR/COPIA
4157,CG15735,lsm12a,LSM12 homolog,nf_26_COPIA_1,LTR/COPIA
4158,CG1796,tango4,Transport and Golgi organization,nf_26_COPIA_1,LTR/COPIA
4159,CG1490,usp7,Ubiquitin-specific protease,nf_26_COPIA_1,LTR/COPIA
4160,CG1488,cyp311a1,Cytochrome P450,nf_185_TIR_2,DNA/DNA
4161,CG1786,cyp318a1,Cytochrome P450,nf_185_TIR_2,DNA/DNA
4162,CG1950,uch-l5r,,nf_381_TIR_1,DNA/DNA
4163,CG32656,muc11a,Mucin,nf_381_TIR_1,DNA/DNA
4164,CR43961,lncrna:cr43961,long non-coding,BEL-4_DEl-I,LTR/BELPAO
4165,CG2191,smvt,Sodium-dependent multivitamin,nf_47_GYPSY_1,LTR/GYPSY
4166,CG11356,cg11356,,nf_381_TIR_1,DNA/DNA
4167,CG15927,cg15927,,nf_23_HELITRON_1,DNA/RC
4168,CR45615,lncrna:cr45615,long non-coding,nf_23_HELITRON_1,DNA/RC
4169,CG15731,cg15731,,nf_23_HELITRON_1,DNA/RC
4170,CG1900,rab40,,nf_23_HELITRON_1,DNA/RC
4171,CG42258,cg42258,,nf_369_LTR_1,LTR/LTR
4172,CG2560,cpr11a,Cuticular protein,nf_81_I_1,LINE/I
4173,CG15730,mks1,Meckel syndrome%2C type,nf_81_I_1,LINE/I
4174,CG43921,hwt,,nf_10_TIR_1,DNA/DNA
4175,CG2555,cpr11b,Cuticular protein,nf_381_TIR_1,DNA/DNA
4176,CG11138,pits,Protein interacting with Ttk69 and,nf_381_TIR_1,DNA/DNA
4177,CG1848,limk1,LIM domain kinase,nf_360_HELITRON_1,DNA/RC
4178,CG14446,dtn,,nf_169_LINE_1,LINE/JOCKEY
4179,CR44026,lncrna:cr44026,long non-coding,nf_10_TIR_1,DNA/DNA
4180,CG4052,cpr5c,Cuticular protein,nf_360_HELITRON_1,DNA/RC
4181,CG18341,prosbeta2r1,Proteasome beta2 subunit-related,nf_360_HELITRON_1,DNA/RC
4182,CR45529,lncrna:cr45529,long non-coding,nf_360_HELITRON_1,DNA/RC
4183,CG15766,agmnat,Agmatine,nf_23_HELITRON_1,DNA/RC
4184,CG3011,shmt,Serine hydroxymethyl,nf_378_TIR_1,DNA/DNA
4185,CG6041,cg6041,,nf_381_TIR_1,DNA/DNA
4186,CG32755,cg32755,,nf_381_TIR_1,DNA/DNA
4187,CG14447,grip,Glutamate receptor interacting,nf_23_HELITRON_1,DNA/RC
4188,CG5966,cg5966,,nf_23_HELITRON_1,DNA/RC
4189,CG4766,cg4766,,nf_23_HELITRON_1,DNA/RC
